,Unnamed: 0,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,k_cluster
27222,27222.0,potsu,0.7302499999999998,0.7762500000000001,146063.0,0.3105,0.5642499999999999,0.14650000000000002,-14.75275,0.0915,89.38025,0.4405,67.25,7,0,8,4
26979,26979.0,Zachary Patel,0.996,0.399,143000.0,0.0653,0.955,0.105,-28.599,0.0688,67.465,0.33,67.0,4,0,2,4
25184,25184.0,Tom Rosenthal,0.871,0.561,191352.0,0.111,0.205,0.103,-15.11,0.0324,148.191,0.0607,67.0,8,0,2,4
2308,2308.0,Benjamin Martins,0.972,0.162,192000.0,0.00109,0.913,0.0851,-47.452,0.0478,109.255,0.0536,67.0,11,0,2,4
24736,24736.0,The Tides,0.961,0.155,224000.0,0.00512,0.894,0.1,-36.056,0.0419,78.206,0.183,67.0,8,0,2,4
16219,16219.0,Mewael Yemane,0.995,0.468,98000.0,0.0791,0.96,0.105,-27.055,0.0579,117.918,0.337,67.0,9,0,2,4
21070,21070.0,Sam Fischer,0.731,0.602,194853.0,0.377,0.0,0.0808,-6.212999999999999,0.0446,73.877,0.518,86.0,11,1,2,3
17307,17307.0,Nea,0.406,0.682,186878.0,0.7,0.0,0.174,-5.591,0.0397,120.03,0.637,84.0,6,1,1,3
6625,6625.0,Dynoro,0.17600000000000002,0.6940000000000001,184560.0,0.77,1.1e-05,0.118,-5.335,0.149,125.905,0.163,83.0,6,1,1,3
25975,25975.0,Victor Cardenas,0.00903,0.745,189818.0,0.972,0.465,0.297,-3.506,0.0774,128.031,0.556,82.0,7,1,1,3
12896,12896.0,Kelly Ruíz,0.00903,0.745,189818.0,0.972,0.465,0.297,-3.506,0.0774,128.031,0.556,82.0,7,1,2,3
5757,5757.0,Dayvi,0.00903,0.745,189818.0,0.972,0.465,0.297,-3.506,0.0774,128.031,0.556,82.0,7,1,1,3
9756,9756.0,Headie One,0.202,0.961,207640.0,0.461,0.00402,0.162,-8.684,0.27,108.028,0.324,82.0,9,1,2,3
2457,2457.0,Beéle,0.15766666666666665,0.8493333333333334,218833.33333333328,0.5529999999999999,6.366666666666666e-05,0.0524,-6.320666666666668,0.15833333333333335,105.08033333333331,0.763,81.66666666666667,6,1,3,3
11720,11720.0,Joel Corry,0.0946,0.6970000000000001,190955.0,0.921,1.9e-05,0.159,-4.283,0.0424,123.988,0.722,81.0,5,1,2,3
6942,6942.0,El Guincho,0.39,0.882,161627.0,0.6890000000000001,0.00325,0.0501,-4.027,0.124,97.963,0.746,81.0,6,1,2,3
26146,26146.0,Vula,0.0149,0.737,208474.0,0.828,0.000583,0.0862,-4.711,0.0396,124.052,0.517,81.0,11,1,2,3
19539,19539.0,Rafa Pabön,0.3418333333333334,0.7305,296922.83333333326,0.6613333333333334,9.978333333333334e-06,0.132,-3.983333333333333,0.1825,154.9945,0.6706666666666666,80.5,11,1,6,3
9248,9248.0,Grey,0.24,0.7446666666666667,183781.33333333328,0.6433333333333334,0.0,0.10966666666666668,-3.4533333333333336,0.05143333333333333,104.66066666666669,0.4606666666666667,80.33333333333333,7,1,3,3
27250,27250.0,watt,0.0337,0.664,174800.0,0.708,0.0,0.0841,-4.154,0.0474,103.07,0.742,80.0,8,1,2,3
15080,15080.0,Mabel,0.16005000000000005,0.7240000000000001,173302.5,0.8140000000000001,4.56e-06,0.2106500000000001,-3.3805,0.1145,109.479,0.5335,79.5,9,1,4,3
10634,10634.0,JACKBOYS,0.071475,0.7244999999999999,208440.0,0.61525,3.65e-06,0.20675,-5.130999999999999,0.2253,131.09875,0.386,79.25,7,1,4,3
15385,15385.0,MarMar Oso,0.388,0.7240000000000001,233023.0,0.269,0.0,0.0808,-15.465,0.0456,86.042,0.866,79.0,5,1,2,3
4859,4859.0,Conkarah,0.016,0.8240000000000001,210329.0,0.8540000000000001,4.95e-05,0.117,-5.312,0.177,95.114,0.8959999999999999,79.0,8,1,1,3
5268,5268.0,DJ Fle,0.016,0.8240000000000001,210329.0,0.8540000000000001,4.95e-05,0.117,-5.312,0.177,95.114,0.8959999999999999,79.0,8,1,2,3
19551,19551.0,Rag'n'Bone Man,0.2045,0.7045,214685.5,0.7969999999999999,0.0002515,0.12305000000000002,-4.2040000000000015,0.16904999999999998,98.5525,0.58,78.5,11,1,4,3
21359,21359.0,Sech,0.2409225806451613,0.7563548387096773,241556.87096774194,0.7004516129032257,0.0001329716129032258,0.1765967741935484,-4.029774193548387,0.1634290322580645,134.24293548387098,0.6338709677419355,78.03225806451613,11,1,31,3
